	Pid	period	true label	predicted label	logits
740	264831	Middle Babylonian (ca. 1400-1100 BC)	7	11	[0.6660342812538147, -0.7805054187774658, 1.573494791984558, 1.3770027160644531, -1.106864333152771, 0.42377129197120667, -0.5604200959205627, 5.04740571975708, 0.044010039418935776, 1.091179609298706, 0.23939533531665802, 5.147031784057617, -0.9747353792190552, 0.9954854249954224, -3.8507301807403564, -3.32562255859375, -2.493908643722534, 1.3026269674301147]
741	449050	ED I-II (ca. 2900-2700 BC)	0	8	[4.415055751800537, -3.4800806045532227, -1.593246579170227, -2.8990888595581055, -0.3592515289783478, -0.37661340832710266, -0.8056167960166931, -1.8785496950149536, 6.2349958419799805, -0.19768136739730835, 0.22444459795951843, 0.2552001178264618, 2.9244956970214844, -0.7094662189483643, -0.614827573299408, -1.068678617477417, -2.2043144702911377, -0.1922779083251953]
742	397247	Neo-Assyrian (ca. 911-612 BC)	8	8	[-0.6610134243965149, -4.957241535186768, 0.48202309012413025, 2.535538911819458, -0.5293713212013245, -1.9797019958496094, 4.5984954833984375, 1.7523534297943115, 10.319677352905273, 2.978482961654663, -5.941565036773682, -1.450392246246338, 2.4279751777648926, -3.8440589904785156, -1.0819976329803467, -0.9614818692207336, -1.622021198272705, -0.8029242753982544]
743	213133	Lagash II (ca. 2200-2100 BC)	5	2	[-0.27866730093955994, -1.1568653583526611, 4.7164459228515625, -1.1332025527954102, 0.6028297543525696, 1.0192091464996338, 0.4550625681877136, -1.0186941623687744, -6.7758588790893555, -0.9921422004699707, 2.0860977172851562, 3.435112476348877, -0.8952942490577698, -0.007803427055478096, 4.690279006958008, -2.0984046459198, -0.5266078114509583, -2.902064800262451]
744	3963	Uruk IV (ca. 3350-3200 BC)	16	15	[-1.2645803689956665, -2.33189058303833, -1.8134241104125977, -1.4417847394943237, -2.0568156242370605, 1.3302141427993774, 0.04290565103292465, -1.3366080522537231, -1.3748661279678345, -0.893142580986023, 0.42575961351394653, -2.7286694049835205, -0.6685095429420471, -1.8838679790496826, 1.838172197341919, 6.853619575500488, 6.152765274047852, 1.8025943040847778]
745	248909	Ur III (ca. 2100-2000 BC)	14	14	[-0.6697551608085632, -1.4057130813598633, -1.0320825576782227, 2.9511592388153076, -2.724752902984619, -2.090660333633423, -0.8061546087265015, 2.131737470626831, -0.37793830037117004, 1.3614449501037598, 1.7679975032806396, 3.6439876556396484, 2.8853251934051514, -1.3315644264221191, 4.359594345092773, -4.096973896026611, -3.697333574295044, 0.02216331660747528]
746	416442	Ur III (ca. 2100-2000 BC)	14	10	[2.124020576477051, 0.7908657789230347, 3.0496559143066406, 0.7587290406227112, -1.1529262065887451, -0.936333179473877, -2.575549602508545, -0.2861155569553375, -3.206929922103882, -0.7850649356842041, 5.647366046905518, -0.035702042281627655, 0.9945274591445923, 1.0101356506347656, 3.0362660884857178, -0.1782306283712387, -1.621346116065979, -2.1783366203308105]
747	258595	Old Babylonian (ca. 1900-1600 BC)	12	7	[-2.4933857917785645, -2.196782112121582, -3.0325653553009033, 1.2662851810455322, 0.17572003602981567, -1.4348241090774536, 1.2967257499694824, 8.54453182220459, -5.4193830490112305, 0.5962009429931641, -2.678053617477417, -0.26962342858314514, 5.220032215118408, -0.29927194118499756, 2.2361929416656494, -5.456700325012207, -1.1967973709106445, 0.947482705116272]
748	427988	Early Old Babylonian (ca. 2000-1900 BC)	3	8	[-0.974367618560791, -2.2545289993286133, 0.02666235715150833, 2.7144460678100586, 0.9089434742927551, 1.0659862756729126, -1.8409470319747925, 0.7292401194572449, 4.59152364730835, 3.277951955795288, -1.4303474426269531, -0.2407815158367157, 0.7046941518783569, -1.583160400390625, -1.3026903867721558, 2.4022905826568604, -1.2722526788711548, -1.6770527362823486]
749	393957	Neo-Assyrian (ca. 911-612 BC)	8	8	[0.8005233407020569, -2.5382895469665527, -2.081669807434082, -2.0478129386901855, -0.004348587244749069, -1.4592986106872559, -1.6740994453430176, -1.3502171039581299, 14.491440773010254, -0.8573436737060547, -1.2856013774871826, 3.9607930183410645, -3.609379529953003, -0.4459032416343689, 1.5077753067016602, -3.904080629348755, -2.7729012966156006, -1.4913508892059326]
750	8244	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-0.9411892294883728, -0.4740082025527954, 2.2541799545288086, -1.8749619722366333, 0.45724213123321533, -3.175741672515869, -1.2889320850372314, 3.0917863845825195, -1.6822618246078491, 1.8685522079467773, -0.26115867495536804, -0.5839182138442993, -5.252124309539795, 9.559186935424805, -1.5246858596801758, -3.6961302757263184, 0.8701303005218506, 2.45442271232605]
751	452987	ED IIIa (ca. 2600-2500 BC)	1	2	[0.4987349510192871, 4.024889945983887, 6.967657566070557, -1.223778247833252, 0.8302364945411682, 1.0567103624343872, -2.4136009216308594, -0.4127834737300873, -4.3273725509643555, 1.1419230699539185, 5.590658664703369, 2.1161015033721924, -1.2345019578933716, -2.6349592208862305, -0.6925678253173828, -1.8035008907318115, -2.780350923538208, -2.1011581420898438]
752	20357	ED IIIb (ca. 2500-2340 BC)	2	1	[3.0905914306640625, 9.415579795837402, 6.8105340003967285, -0.5821699500083923, 0.9672984480857849, -0.17986465990543365, -1.8868672847747803, -1.6624373197555542, -4.143430709838867, -0.07862319052219391, -1.6668950319290161, 2.0790271759033203, -2.044694423675537, -5.831148624420166, -3.46049427986145, 0.13448652625083923, 0.5057945847511292, -1.1081758737564087]
753	1993	Uruk IV (ca. 3350-3200 BC)	16	1	[1.264601230621338, 5.222349166870117, 4.687309265136719, -2.0618393421173096, 1.7663238048553467, -0.855848491191864, -0.5359708666801453, -2.7283334732055664, -2.5296952724456787, -0.7148098945617676, -0.124214306473732, -2.114302158355713, -3.11728835105896, 1.233301043510437, -2.4508516788482666, 2.9637186527252197, 2.9067535400390625, -0.6567708253860474]
754	215726	Old Akkadian (ca. 2340-2200 BC)	10	14	[-1.3471059799194336, -0.2924620509147644, 3.3655736446380615, 1.1197813749313354, -2.2696681022644043, 3.7020950317382812, -0.6392526030540466, -0.10062275826931, -1.2368290424346924, -0.6888961791992188, 5.028090953826904, 0.8684906363487244, 1.5017918348312378, -1.1196380853652954, 5.711863994598389, -2.1405563354492188, -5.6048054695129395, -2.862441062927246]
755	4429	Uruk IV (ca. 3350-3200 BC)	16	15	[2.448981285095215, -0.30809804797172546, -1.7874730825424194, -3.266242742538452, 2.177565097808838, -4.125883102416992, -1.0070234537124634, 1.1254305839538574, -1.675693392753601, -1.3371975421905518, -0.3835674524307251, -1.4904338121414185, -2.1008310317993164, -0.4959644079208374, -1.1782901287078857, 6.147602081298828, 5.916816234588623, 0.8401563167572021]
756	251543	Lagash II (ca. 2200-2100 BC)	5	8	[-0.2555363178253174, -1.2026277780532837, 0.9002562761306763, -1.4865063428878784, -1.165444254875183, 2.0060536861419678, -0.30583101511001587, -1.2916765213012695, 6.86525821685791, 1.7138949632644653, 1.822324275970459, -1.270350456237793, -0.7187411189079285, -0.8119103312492371, 0.46185192465782166, -3.2769551277160645, -1.3117657899856567, -1.2907638549804688]
757	346269	Old Babylonian (ca. 1900-1600 BC)	12	12	[2.828861713409424, -3.5795841217041016, -1.0539668798446655, -1.7012455463409424, -3.5399811267852783, -3.670227527618408, -0.31656259298324585, 2.8537700176239014, -1.6354796886444092, -0.03608769178390503, 0.8249275088310242, -0.19090723991394043, 11.87714958190918, -1.377252221107483, 1.9140135049819946, -2.752014636993408, -2.3273043632507324, -1.7260715961456299]
758	283802	ED IIIa (ca. 2600-2500 BC)	1	2	[2.4108943939208984, 2.7824392318725586, 2.9222655296325684, -2.3356075286865234, 2.0939669609069824, -1.1096382141113281, -0.5808501243591309, 0.6602171063423157, -0.008612443692982197, -1.5739413499832153, -1.7233752012252808, 0.9420581459999084, 2.2077231407165527, -2.5876271724700928, -1.7222052812576294, 2.022491216659546, -0.16109228134155273, -1.5798934698104858]
759	392885	Old Babylonian (ca. 1900-1600 BC)	12	12	[-1.0478616952896118, -2.3192672729492188, -4.046596050262451, 4.609910011291504, 3.968170166015625, 0.3987680971622467, 0.2902265191078186, 3.6243700981140137, 1.0333203077316284, 0.409774512052536, -5.938628673553467, -2.8707308769226074, 10.421462059020996, -0.9872024059295654, -5.23836612701416, -2.071279287338257, -1.695311188697815, 0.5077865123748779]
760	270700	Old Babylonian (ca. 1900-1600 BC)	12	7	[-1.6542686223983765, -0.14575320482254028, -2.953317880630493, 4.376852035522461, 0.9742224812507629, -1.0821261405944824, -0.7984085083007812, 5.333018779754639, 3.284543752670288, 3.6770074367523193, -2.625411033630371, -1.8755015134811401, 5.1750383377075195, -2.0414681434631348, -1.6644160747528076, -4.8872880935668945, -2.8774030208587646, 0.5502480268478394]
761	2708	Uruk III (ca. 3200-3000 BC)	15	13	[3.899667263031006, 1.5127631425857544, -5.967639446258545, -2.5753564834594727, 8.6048002243042, -10.428507804870605, -10.19156265258789, -4.3973870277404785, 8.507102012634277, -16.867563247680664, -0.18879397213459015, -16.442352294921875, 6.46045446395874, 11.701821327209473, -15.463046073913574, -3.987854242324829, -6.767440319061279, 1.7193412780761719]
762	209812	Old Babylonian (ca. 1900-1600 BC)	12	5	[1.3184093236923218, 0.44915613532066345, 1.6654467582702637, 3.1819002628326416, -0.7883164286613464, 4.1081767082214355, 1.5795698165893555, 0.037924692034721375, 1.2376325130462646, -1.041463017463684, -2.6759278774261475, -1.2621090412139893, 2.7330503463745117, -2.1895997524261475, 0.39454856514930725, 0.44187164306640625, -1.7381616830825806, -2.765244960784912]
763	215749	Old Akkadian (ca. 2340-2200 BC)	10	14	[-1.3744568824768066, -0.608048677444458, 3.074080467224121, 3.919299364089966, -0.5704101324081421, 2.723361015319824, -0.40180516242980957, 3.2535669803619385, -6.451253890991211, -0.6783757209777832, 0.8398259282112122, 1.4148679971694946, 0.8356205224990845, -2.3862521648406982, 5.07135009765625, -2.3121979236602783, -4.26150369644165, -0.6459245681762695]
764	212771	Old Akkadian (ca. 2340-2200 BC)	10	3	[-1.4802742004394531, -2.197293758392334, 2.0959901809692383, 7.80735969543457, 0.12925581634044647, 0.40041038393974304, -1.9583696126937866, -1.201747179031372, -3.429182529449463, 0.5205974578857422, 3.0984113216400146, -1.2260721921920776, 2.3052778244018555, -2.492302894592285, 4.205870628356934, -4.228414058685303, -3.576603889465332, -1.9193243980407715]
765	274159	Ebla (ca. 2350-2250 BC)	4	4	[-2.672863006591797, -3.4388108253479004, 0.6884437799453735, 0.38235002756118774, 4.421684741973877, -1.279744029045105, -1.5448158979415894, 2.0450246334075928, -0.7494412660598755, 0.7584527730941772, -1.6030434370040894, -2.51151442527771, 1.6511907577514648, -1.5539551973342896, -1.690239429473877, 2.7742795944213867, 0.901473879814148, 0.579419732093811]
766	9099	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-1.6940175294876099, -1.657787561416626, -0.2669335603713989, 0.2441321611404419, -1.8280233144760132, -0.9024389982223511, 0.17215266823768616, 1.2980848550796509, -3.097825050354004, -1.2711902856826782, 0.7186580896377563, -2.325707197189331, -0.5211490392684937, 10.557451248168945, -1.036948323249817, 0.09226448833942413, 0.18001145124435425, 2.2510881423950195]
767	10263	ED IIIa (ca. 2600-2500 BC)	1	1	[3.340517997741699, 6.3347368240356445, 1.552659034729004, -0.5611369609832764, 1.4943877458572388, -5.529724597930908, -1.7858589887619019, -0.3424888551235199, 0.49162429571151733, -2.7675979137420654, -4.310856342315674, -2.540696859359741, 3.825897216796875, 0.40571829676628113, -4.0441741943359375, 6.132986545562744, -1.6235804557800293, -1.863675594329834]
768	247726	ED IIIb (ca. 2500-2340 BC)	2	12	[-1.8445457220077515, -1.9558024406433105, 3.388545513153076, 4.3249969482421875, -0.7575920224189758, -1.018754243850708, -0.5045808553695679, 0.9669407606124878, 0.4870455265045166, 0.5667510032653809, -1.6504706144332886, -0.24548324942588806, 4.332000732421875, 1.8185136318206787, 0.14442826807498932, -2.217179298400879, -3.7199594974517822, -2.0939929485321045]
769	10737	ED IIIa (ca. 2600-2500 BC)	1	1	[3.6950464248657227, 6.065806865692139, 3.6356449127197266, -3.7778961658477783, 1.5195082426071167, -2.810378074645996, 0.006584860384464264, -1.3592638969421387, -1.5755808353424072, -2.820474147796631, -4.008936882019043, -1.3430649042129517, -1.7681472301483154, -2.6416640281677246, -4.888583183288574, 4.52675724029541, 5.128182888031006, 1.7334847450256348]
770	274162	Ebla (ca. 2350-2250 BC)	4	4	[-1.6278975009918213, -1.231624960899353, -3.4068119525909424, 3.691805601119995, 14.4112548828125, -3.407229423522949, 0.8112587928771973, 0.04682403430342674, 4.117289066314697, 1.0274617671966553, -8.436908721923828, -1.5386227369308472, 2.157949924468994, -0.8843104839324951, -8.716959953308105, -1.8646113872528076, 1.7588975429534912, -0.46439361572265625]
771	462143	Early Old Babylonian (ca. 2000-1900 BC)	3	12	[-0.13321077823638916, -0.552681565284729, 1.6329374313354492, 1.912572979927063, 0.30072322487831116, 0.013428723439574242, -1.4407631158828735, 0.8903735876083374, 1.2677452564239502, -0.6280291080474854, -0.2530503273010254, -0.30390506982803345, 3.7717204093933105, 0.43241366744041443, 0.1666308492422104, -1.6919013261795044, -1.8264117240905762, -2.6179652214050293]
772	346051	Neo-Assyrian (ca. 911-612 BC)	8	8	[1.9255450963974, -2.2417540550231934, 0.1638469249010086, 0.3627077043056488, -0.45180365443229675, -0.5784911513328552, -1.433637022972107, 1.190777063369751, 9.134109497070312, -1.949739694595337, -2.95415997505188, -2.103816032409668, 1.4500454664230347, -0.032249607145786285, -1.741887092590332, 4.315043926239014, -0.41668951511383057, -2.4478402137756348]
773	421309	Early Old Babylonian (ca. 2000-1900 BC)	3	12	[-1.1851329803466797, -0.9672738313674927, -0.6672765612602234, 1.7606110572814941, -1.1743826866149902, -1.6699440479278564, 1.2435084581375122, 1.5436458587646484, 2.798530340194702, -0.934160590171814, 0.7067872285842896, 0.2601439654827118, 4.444853782653809, -0.034164369106292725, 0.8547600507736206, 0.22297625243663788, -3.087347984313965, -1.0504107475280762]
774	236602	Early Old Babylonian (ca. 2000-1900 BC)	3	3	[-0.4457314610481262, -0.9774847030639648, 1.4852850437164307, 6.020260810852051, -0.08968692272901535, -2.7937095165252686, -0.9919893741607666, -0.16012334823608398, 3.8497586250305176, 1.2637395858764648, -1.7070063352584839, -0.1493077576160431, 4.326029300689697, 0.06932494044303894, -1.2385828495025635, -1.6857492923736572, -3.199817180633545, -2.099971055984497]
775	3849	Uruk III (ca. 3200-3000 BC)	15	15	[2.9980735778808594, 2.069758415222168, 0.2732640206813812, -1.878353476524353, -0.3567674458026886, -0.6904510259628296, -0.07962844520807266, -1.880799651145935, 0.6513381004333496, -0.13016608357429504, -2.911930561065674, -0.1769692301750183, -1.6467024087905884, -3.247201681137085, -4.230681896209717, 8.37198257446289, 6.761681079864502, -2.279812812805176]
776	232	Uruk III (ca. 3200-3000 BC)	15	15	[3.46730375289917, 0.7738089561462402, 0.6587409377098083, -1.7741873264312744, -0.7360682487487793, -0.8557063937187195, -0.04219547659158707, -0.9403217434883118, -3.2205238342285156, -2.5112123489379883, -3.148310661315918, -3.095118284225464, 0.21515583992004395, -1.8314162492752075, -3.4748945236206055, 9.454895973205566, 7.51548433303833, -1.4986742734909058]
777	10603	ED IIIa (ca. 2600-2500 BC)	1	15	[3.8770079612731934, 6.904831409454346, 1.721226692199707, -3.0650641918182373, 3.689540147781372, 1.1694806814193726, -2.705594301223755, -5.252804279327393, 0.7404006123542786, -1.5864678621292114, 1.1001816987991333, -2.5430641174316406, -3.484227180480957, -3.236069917678833, -6.676894664764404, 7.0334696769714355, 0.08203021436929703, 0.34570837020874023]
778	391893	Early Old Babylonian (ca. 2000-1900 BC)	3	3	[-1.4962879419326782, -1.4442908763885498, 0.966431200504303, 6.710733413696289, 1.3841012716293335, 3.505492687225342, -0.29568246006965637, 0.6720590591430664, -2.5263569355010986, -0.5782655477523804, -0.11092936992645264, -4.572230815887451, 4.689131736755371, -4.486538410186768, 3.4838361740112305, -4.08861780166626, -2.7877578735351562, -1.4448274374008179]
779	382411	Old Akkadian (ca. 2340-2200 BC)	10	10	[1.1720614433288574, -0.8682567477226257, 4.921963214874268, -1.8918163776397705, -0.8740667104721069, -1.5200337171554565, -2.832526445388794, -1.5891730785369873, -0.12421710789203644, -0.6375529766082764, 8.447490692138672, -2.4703221321105957, -0.6062396764755249, -2.709379196166992, -0.8692221641540527, 2.060704231262207, -2.675687551498413, -0.057692527770996094]
780	236778	Early Old Babylonian (ca. 2000-1900 BC)	3	3	[-1.9534165859222412, -0.5982083678245544, -0.3480234444141388, 8.5057373046875, 0.2965772747993469, -1.6246066093444824, -0.3701920509338379, 0.4250493347644806, 2.524624824523926, 1.923488974571228, -1.2813308238983154, 2.9264445304870605, 0.04745841771364212, -3.1717731952667236, 2.251985549926758, -3.3087596893310547, -1.4459936618804932, -1.8394594192504883]
781	404446	Neo-Assyrian (ca. 911-612 BC)	8	8	[0.5914574861526489, -4.464803695678711, -0.40531280636787415, -2.115102529525757, 0.8204504251480103, -1.0854040384292603, 2.599932909011841, -0.5940685272216797, 15.49569034576416, 2.551508665084839, -2.7849724292755127, -0.30681541562080383, -0.26749131083488464, -2.8631012439727783, -0.9068787693977356, -3.234328508377075, -2.1737468242645264, -1.6721951961517334]
782	325236	Uruk III (ca. 3200-3000 BC)	15	2	[0.6988562345504761, 3.545199394226074, 5.4026079177856445, 2.9070043563842773, -0.5252878665924072, 0.2317679524421692, -2.30898118019104, -1.5022001266479492, -1.9764374494552612, -0.07931844890117645, 0.6778135895729065, 2.5588536262512207, 0.006268627941608429, -5.269637584686279, -0.1318596750497818, 2.611814498901367, -1.7612595558166504, -2.911465644836426]
783	236597	Early Old Babylonian (ca. 2000-1900 BC)	3	3	[-2.8076958656311035, -2.802582263946533, -3.218113422393799, 9.33586311340332, -0.46054962277412415, -0.6466484069824219, 1.085730791091919, 1.501899003982544, 2.1595101356506348, -1.5496817827224731, -3.7280125617980957, -0.6507433652877808, 7.660364151000977, -2.529414415359497, 2.4025678634643555, -3.1790459156036377, -3.7550365924835205, -0.9190723896026611]
784	252156	Uruk V (ca. 3500-3350 BC)	17	10	[1.2598543167114258, -1.797052025794983, 1.3333697319030762, 2.469130516052246, -3.6016881465911865, -1.0027015209197998, -0.38983070850372314, 1.960946798324585, 0.746414065361023, 2.1380085945129395, 3.1859381198883057, -3.490952491760254, 0.6904811859130859, -3.631751537322998, -1.0789875984191895, 1.0139954090118408, 1.9065674543380737, -0.27797070145606995]
785	283879	Old Assyrian (ca. 1950-1850 BC)	11	11	[-0.20843124389648438, -1.0747054815292358, -2.920060157775879, 2.402462959289551, -3.2278692722320557, -1.335924744606018, -0.9000499844551086, 4.50983190536499, -2.095824956893921, 2.1548221111297607, 1.2322781085968018, 11.993077278137207, -0.5216495394706726, -1.1430236101150513, -0.7424125075340271, -5.043837070465088, -2.9650685787200928, 0.2747994363307953]
786	448989	ED I-II (ca. 2900-2700 BC)	0	12	[8.102497100830078, -3.4892354011535645, 3.579465866088867, -4.285134315490723, 0.051458168774843216, -2.3896443843841553, -2.747859001159668, 5.157189846038818, -1.7023580074310303, -1.0572251081466675, 0.5436707139015198, -3.826829195022583, 8.124220848083496, -2.4544074535369873, -2.3753342628479004, 1.3315783739089966, -3.350398063659668, -1.5323227643966675]
787	8825	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-2.6692891120910645, -2.3732399940490723, -2.2882330417633057, -0.5059758424758911, 0.8267157673835754, -1.6842401027679443, 2.079941987991333, -1.1917341947555542, 3.7499136924743652, -2.5842244625091553, -2.5574915409088135, -1.5152114629745483, -2.8810184001922607, 13.136890411376953, -3.265988826751709, 3.143345832824707, 2.4641764163970947, -0.2853025794029236]
788	101630	Ur III (ca. 2100-2000 BC)	14	12	[0.4912376403808594, -1.2995280027389526, 2.87367844581604, 3.325261354446411, -1.8413341045379639, -4.29008150100708, 0.16212886571884155, 0.9176192283630371, -0.22339403629302979, 2.44746732711792, 0.9487036466598511, 0.9984774589538574, 4.478282928466797, -4.9163336753845215, -0.13322895765304565, -0.7372365593910217, -2.398712396621704, -2.620295524597168]
789	144811	Ur III (ca. 2100-2000 BC)	14	3	[-1.5546833276748657, -2.029970169067383, 0.2583197057247162, 8.177956581115723, -2.5006184577941895, -0.8888503909111023, -0.5554049015045166, -0.8940549492835999, -1.2434666156768799, -1.328938364982605, 0.48303040862083435, -2.8136065006256104, 2.7463319301605225, -1.625407338142395, 4.708747386932373, -2.1128952503204346, -0.9934947490692139, -0.6654295921325684]
790	8626	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-0.9321402311325073, -0.2990153431892395, 0.47842463850975037, -3.9458565711975098, 1.5967152118682861, 0.41041168570518494, -0.1523950695991516, 1.0070372819900513, 0.9510054588317871, -1.2080246210098267, 0.23440326750278473, 4.06208610534668, -3.088742971420288, 9.616028785705566, -4.070802688598633, -0.7945501804351807, -2.9111440181732178, 1.6468712091445923]
791	8662	Proto-Elamite (ca. 3100-2900 BC)	13	13	[0.5564102530479431, -0.39831045269966125, 0.830751895904541, 0.21675199270248413, 0.19448412954807281, 0.42945241928100586, -2.7901670932769775, 2.2751657962799072, -0.5704004168510437, -2.445201873779297, 0.9928447008132935, -1.5239994525909424, 2.189105749130249, 7.465977668762207, -1.8572323322296143, 0.09985800087451935, -2.020475387573242, -0.03820224851369858]
792	8622	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-0.02601519227027893, 0.6428041458129883, -1.1897555589675903, -0.951878011226654, 0.6348369717597961, 1.3152811527252197, -0.6971773505210876, 4.451528072357178, -0.2516785264015198, -1.6739208698272705, -0.38397711515426636, 4.031164169311523, -2.276923894882202, 5.662541389465332, -2.454573154449463, 0.22563260793685913, -2.2436656951904297, -0.3810000717639923]
793	236673	Early Old Babylonian (ca. 2000-1900 BC)	3	3	[-1.8269389867782593, -1.708133339881897, -1.0704140663146973, 9.535271644592285, -1.3111188411712646, -2.104443311691284, -0.15923509001731873, 0.5192425847053528, -1.0884212255477905, 0.03380758315324783, -1.6601558923721313, -0.25723549723625183, 3.821380138397217, -4.567248344421387, 4.186653137207031, -0.7746523022651672, -2.3212485313415527, -0.6382672786712646]
794	209443	Ur III (ca. 2100-2000 BC)	14	7	[-2.0919880867004395, -0.25308316946029663, -2.3661484718322754, 5.745312690734863, -1.9434291124343872, -2.7846570014953613, 1.600663423538208, 6.061925411224365, -7.16083288192749, 0.8373368978500366, 0.4191489517688751, 2.079723834991455, 1.5988357067108154, -1.1854032278060913, 1.6465390920639038, -4.601162910461426, -0.18653428554534912, 0.16153265535831451]
795	123498	Ur III (ca. 2100-2000 BC)	14	11	[-1.3408541679382324, -0.5816340446472168, -1.080115795135498, 2.4401779174804688, -1.2938498258590698, -0.685301661491394, 0.47566741704940796, 1.9968034029006958, 0.4155822694301605, 3.8105108737945557, -3.685258388519287, 6.029453754425049, 2.548339366912842, -1.5870522260665894, 0.7299025654792786, -2.479496717453003, -1.6511754989624023, -0.3538724482059479]
796	100510	Ur III (ca. 2100-2000 BC)	14	3	[-1.6626423597335815, -3.4439921379089355, -2.6259067058563232, 5.1609320640563965, -3.0682239532470703, -4.357771396636963, 1.8816704750061035, 3.1404998302459717, -2.2729010581970215, 0.16009055078029633, -2.3779704570770264, 3.45052433013916, 2.54695725440979, -0.7362565398216248, 5.004159927368164, -1.7572553157806396, -0.8307151794433594, 0.27348485589027405]
797	281814	Middle Assyrian (ca. 1400-1000 BC)	6	8	[-0.9021672010421753, -3.111088752746582, -4.849771976470947, -0.6654450297355652, 1.2914354801177979, -1.3096727132797241, 2.5066702365875244, 0.5301725268363953, 13.817282676696777, 5.610374927520752, -3.7757301330566406, 1.256163239479065, -5.215060710906982, 3.040177345275879, -4.081865310668945, -5.800570964813232, -1.5552890300750732, -0.5602520704269409]
798	3451	Uruk IV (ca. 3350-3200 BC)	16	15	[2.0818490982055664, 3.559518337249756, 0.9334853887557983, -5.3551154136657715, -0.47693419456481934, 1.1855008602142334, -1.5060462951660156, -1.0346466302871704, -1.8561216592788696, -1.6988943815231323, -1.5789974927902222, -3.1639411449432373, -2.3166115283966064, -0.226606547832489, -3.19702410697937, 8.688823699951172, 5.97531795501709, 2.4101450443267822]
799	221349	ED IIIb (ca. 2500-2340 BC)	2	2	[0.1798141598701477, 4.309680938720703, 4.718582630157471, -0.540013313293457, 0.3504253625869751, 2.5362935066223145, -2.5825142860412598, -0.12366122007369995, -1.042804479598999, 1.8691976070404053, 0.648993968963623, 0.329595685005188, 1.4973987340927124, -4.75799036026001, 0.47221478819847107, -1.521650791168213, -2.442410707473755, -2.842872142791748]
800	10607	ED IIIa (ca. 2600-2500 BC)	1	1	[5.7169928550720215, 6.396979331970215, 0.8735961318016052, -4.549854755401611, 3.318936586380005, -1.8320059776306152, -2.4641647338867188, -0.6896043419837952, -1.8162506818771362, -1.2133337259292603, -2.1900768280029297, 2.083430290222168, -3.3355672359466553, -2.465318202972412, -2.836500644683838, 4.217403411865234, 0.4441116154193878, -0.8831253051757812]
801	426227	Neo-Assyrian (ca. 911-612 BC)	8	8	[0.12372294068336487, -4.868844985961914, -1.5534816980361938, -0.8687152862548828, 0.9678371548652649, 0.10471809655427933, 0.2783237099647522, 1.4914751052856445, 12.908730506896973, -0.8039271831512451, -1.4897509813308716, -1.9299039840698242, 1.7783063650131226, -2.1742095947265625, -0.4970725476741791, -1.338780403137207, -3.2387139797210693, -1.7570732831954956]
802	382321	Old Akkadian (ca. 2340-2200 BC)	10	10	[2.053832530975342, -0.6333146691322327, 3.1009178161621094, -2.6955313682556152, -1.934074878692627, -1.462283730506897, -2.9677605628967285, -2.4952588081359863, -3.6043388843536377, -1.3492763042449951, 11.992233276367188, -3.136152744293213, 0.9824771285057068, -2.8380661010742188, 0.2968856394290924, 2.56148624420166, -1.2715052366256714, 0.8945039510726929]
803	8971	Proto-Elamite (ca. 3100-2900 BC)	13	13	[-1.5841704607009888, -3.6053285598754883, -2.9690465927124023, -1.3947970867156982, -0.04053030535578728, 0.26961398124694824, 1.4289584159851074, -0.3269957900047302, 3.2048587799072266, -2.5692226886749268, 0.2606273293495178, -3.1129486560821533, -1.2670791149139404, 14.438111305236816, -2.1344335079193115, -0.9125297665596008, 0.4880617558956146, -1.0895625352859497]
804	252879	ED IIIa (ca. 2600-2500 BC)	1	10	[-1.1181882619857788, -1.6919169425964355, 1.1626218557357788, 0.48840853571891785, -0.9173802733421326, 1.4433462619781494, -1.3648878335952759, -1.131242275238037, 3.9803502559661865, 1.1176198720932007, 4.158499717712402, -4.1167755126953125, -0.6570621132850647, -0.6110414266586304, 1.0304038524627686, -0.4280072748661041, -1.5982636213302612, -1.349112868309021]
805	453401	ED I-II (ca. 2900-2700 BC)	0	2	[-0.9844896197319031, 0.4096161127090454, 4.727964401245117, -0.11098916083574295, -1.8114005327224731, 1.7814706563949585, -1.3660330772399902, 0.24074803292751312, 2.4090988636016846, 0.5772441625595093, 3.261887311935425, -0.8375081419944763, 0.26785677671432495, -3.3403208255767822, -1.4417577981948853, 1.979365348815918, -2.2743043899536133, -1.306918740272522]
806	368424	Old Assyrian (ca. 1950-1850 BC)	11	11	[-1.1749727725982666, -1.4682964086532593, 1.4506280422210693, 1.2745757102966309, -1.567417860031128, -0.5617278218269348, -0.6467594504356384, -0.5980401039123535, 1.159363031387329, 2.020867347717285, 2.0645620822906494, 3.085761070251465, 0.08193910866975784, -1.2810850143432617, 1.8198727369308472, 1.187057375907898, -1.7820247411727905, -0.9832974672317505]
